filename,Offset-raw,arg1,arg2
P1B-049_M_O_Suilleabhain,because,to leave go of it,"if I feel I do, in the context of this globalisation, well I 'm out to sea"
P1B-049_M_O_Suilleabhain,because,the sparks fly you see,"if there is spirit in it and you, there 's, one thing you can't sell it 's that of course"
P1B-049_M_O_Suilleabhain,because,I 'm saying it,in a way I 'm speaking to some degree from experience Luckily
P1B-049_M_O_Suilleabhain,as,to be increasingly,I get older to be to be intimately linked to the to the development of my own personality
P1B-049_M_O_Suilleabhain,then,"to me music is, a sound that you send out a bit like a scout, to check, the ground, and to clear the overgrowth",you enter into the space It seems to me that when I write music which is worth writing it 's ahead of me
P1B-049_M_O_Suilleabhain,then,"to me music is, a sound that you send out a bit like a scout, to check, the ground, and to clear the overgrowth",you enter into the space It seems to me that when I write music which is worth writing it 's ahead of me
P1A-100_Trinity_students,and,"a lot of places Uhm you 'd share, everybody has their own room",you have the room for three years which most places only give it to you for one or two years
P1A-100_Trinity_students,and,"like they, you sort of have like a bedroom",it 's okay
P1A-100_Trinity_students,and,"like they, you sort of have like a bedroom",it 's okay
P1A-100_Trinity_students,and,in a lot of other places you have to decide at the start of term which you want to do,you 're stuck with that for the rest of the term
P1A-100_Trinity_students,and,in a lot of other places you have to decide at the start of term which you want to do,you 're stuck with that for the rest of the term
P1A-100_Trinity_students,and,in a lot of other places you have to decide at the start of term which you want to do,you 're stuck with that for the rest of the term
P1A-100_Trinity_students,and,them are ensuite You kind of apply for it,it 's kind of first come first
P1A-100_Trinity_students,and,"Fingers crossed Yeah so, so hopefully just the three people are alright",they 're not
P1A-100_Trinity_students,and,"You 're not meant to know it but, they do sometimes like if you got, like I was talking to some girl at an open day there who, like she was a student there",she was over from Ireland
P1A-100_Trinity_students,and,"You 're not meant to know it but, they do sometimes like if you got, like I was talking to some girl at an open day there who, like she was a student there",she was over from Ireland
P1A-100_Trinity_students,and,"But sure for all you know you could could have got A in both of them But the worst thing is, imagine if you appealed then",the result came back worse
P1A-100_Trinity_students,and,That 's horrible but they only did did that to like eight people,they upgraded a few thousand I think so
P1A-100_Trinity_students,and,It 's like clown music It 's awful And then if you ask to be put up to the contact lens department they put you on hold again And it 's the same clown music only faster and more high-pitched,"every few seconds it 's interrupted by, welcome to Specsavers Your call is important to us"
P1A-100_Trinity_students,and,It 's like clown music It 's awful And then if you ask to be put up to the contact lens department they put you on hold again And it 's the same clown music only faster and more high-pitched,"every few seconds it 's interrupted by, welcome to Specsavers Your call is important to us"
P1A-100_Trinity_students,and,And in my mam 's old work it was really bad It was like a computer-generated version of Greensleeves it was really slow and depressing and horrible,Yeah they might
P1A-100_Trinity_students,and,we were going up to the second floor,we were down in the basement
P1A-100_Trinity_students,and,we were going up to the second floor,we were down in the basement
P1A-100_Trinity_students,and,Yeah no we kind of got sidetracked there,"there 's, there 's something I was going to say I can't remember now"
P1A-100_Trinity_students,and,Mhm,while the lift was going down he opened the doors
P1A-100_Trinity_students,and,"he did that like, and he was just like",he was in the lift by himself earlier
P1A-100_Trinity_students,and,"he did that like, and he was just like",he was in the lift by himself earlier
P1A-100_Trinity_students,and,Ah That 's like something my brother would do,"it was just like, then the thing, the lift stopped and it was just like, oh no we 're stuck, we 're stuck Oh my God And it was just like, and he was just there oh Jesus I can't even close them"
P1A-100_Trinity_students,and,Ah That 's like something my brother would do,"it was just like, then the thing, the lift stopped and it was just like, oh no we 're stuck, we 're stuck Oh my God And it was just like, and he was just there oh Jesus I can't even close them"
P1A-100_Trinity_students,and,"But he was only pretending he closed the doors, so Then the thing started going again","it was just like, you fucking bastard"
P1A-100_Trinity_students,and,Yeah That would really be horrible Have you seen that ad you know where they get stuck in the lift,"they start drinking coffee I mean wouldn't that be the worst thing you could do when you were stuck in a lift, like drinking something that was going to make you need to pee really soon"
P1A-100_Trinity_students,and,I 've smelled Emporio for women,it 's not very nice
P1A-100_Trinity_students,and,School 's over,it 's destroyed you Ah so much fun throwing out notes I just went into a note-cleaning frenzy the other day
P1A-100_Trinity_students,then,"My plan is to become popular by uhm being really good at cooking and making them all dependent on me, kind of like a drug dealer, and",they 'll need me so I 'll be friends with them
P1A-100_Trinity_students,then,he was only pretending he closed the doors,the thing started going again
P1A-100_Trinity_students,so,they 'll need me,I 'll be friends with them
P1A-100_Trinity_students,so,"Uhm, some of them are ensuite You kind of apply for it and it 's kind of first come first served",fingers crossed for me
P1A-100_Trinity_students,because,it couldn't have been because of his laziness,you 're just as lazy
P1A-100_Trinity_students,but,"it was, you shared as well I think",there was maximum of six
